words,frequency,Sentiment,Category
library,12,Positive,BOOKS_AND_REFERENCE
try,12,Positive,BOOKS_AND_REFERENCE
last,12,Positive,BOOKS_AND_REFERENCE
ok,12,Positive,BOOKS_AND_REFERENCE
think,12,Positive,BOOKS_AND_REFERENCE
galaxy,12,Positive,BOOKS_AND_REFERENCE
since,12,Positive,BOOKS_AND_REFERENCE
verse,12,Positive,BOOKS_AND_REFERENCE
text,11,Positive,BOOKS_AND_REFERENCE
plans,11,Positive,BOOKS_AND_REFERENCE
thing,11,Positive,BOOKS_AND_REFERENCE
one,11,Positive,BOOKS_AND_REFERENCE
brightness,10,Positive,BOOKS_AND_REFERENCE
readers,10,Positive,BOOKS_AND_REFERENCE
know,10,Positive,BOOKS_AND_REFERENCE
currently,10,Positive,BOOKS_AND_REFERENCE
ever,10,Positive,BOOKS_AND_REFERENCE
tried,10,Positive,BOOKS_AND_REFERENCE
support,9,Positive,BOOKS_AND_REFERENCE
cool,9,Positive,BOOKS_AND_REFERENCE
yet,9,Positive,BOOKS_AND_REFERENCE
look,9,Positive,BOOKS_AND_REFERENCE
fonts,9,Positive,BOOKS_AND_REFERENCE
several,9,Positive,BOOKS_AND_REFERENCE
feature,9,Positive,BOOKS_AND_REFERENCE
excellent,9,Positive,BOOKS_AND_REFERENCE
delete,9,Positive,BOOKS_AND_REFERENCE
downloaded,9,Positive,BOOKS_AND_REFERENCE
got,9,Positive,BOOKS_AND_REFERENCE
ability,9,Positive,BOOKS_AND_REFERENCE
absolutely,9,Positive,BOOKS_AND_REFERENCE
far,9,Positive,BOOKS_AND_REFERENCE
tree,9,Positive,BOOKS_AND_REFERENCE
always,9,Positive,BOOKS_AND_REFERENCE
share,9,Positive,BOOKS_AND_REFERENCE
people,9,Positive,BOOKS_AND_REFERENCE
god,9,Positive,BOOKS_AND_REFERENCE
font,8,Positive,BOOKS_AND_REFERENCE
epub,8,Positive,BOOKS_AND_REFERENCE
start,8,Positive,BOOKS_AND_REFERENCE
day,8,Positive,BOOKS_AND_REFERENCE
listen,8,Positive,BOOKS_AND_REFERENCE
features,8,Positive,BOOKS_AND_REFERENCE
times,8,Positive,BOOKS_AND_REFERENCE
choose,8,Positive,BOOKS_AND_REFERENCE
awesome,8,Positive,BOOKS_AND_REFERENCE
something,8,Positive,BOOKS_AND_REFERENCE
updates,8,Positive,BOOKS_AND_REFERENCE
possible,8,Positive,BOOKS_AND_REFERENCE
change,8,Positive,BOOKS_AND_REFERENCE
buy,8,Positive,BOOKS_AND_REFERENCE
guys,8,Positive,BOOKS_AND_REFERENCE
hope,8,Positive,BOOKS_AND_REFERENCE
daily,8,Positive,BOOKS_AND_REFERENCE
audio,8,Positive,BOOKS_AND_REFERENCE
dictionary,8,Positive,BOOKS_AND_REFERENCE
devices,7,Positive,BOOKS_AND_REFERENCE
almost,7,Positive,BOOKS_AND_REFERENCE
across,7,Positive,BOOKS_AND_REFERENCE
hard,7,Positive,BOOKS_AND_REFERENCE
study,7,Positive,BOOKS_AND_REFERENCE
right,7,Positive,BOOKS_AND_REFERENCE
experience,7,Positive,BOOKS_AND_REFERENCE
two,7,Positive,BOOKS_AND_REFERENCE
favorite,7,Positive,BOOKS_AND_REFERENCE
take,7,Positive,BOOKS_AND_REFERENCE
wish,7,Positive,BOOKS_AND_REFERENCE
started,7,Positive,BOOKS_AND_REFERENCE
cannot,7,Positive,BOOKS_AND_REFERENCE
quite,7,Positive,BOOKS_AND_REFERENCE
previous,7,Positive,BOOKS_AND_REFERENCE
keeps,7,Positive,BOOKS_AND_REFERENCE
keep,7,Positive,BOOKS_AND_REFERENCE
tablet,7,Positive,BOOKS_AND_REFERENCE
device,7,Positive,BOOKS_AND_REFERENCE
button,7,Positive,BOOKS_AND_REFERENCE
that's,7,Positive,BOOKS_AND_REFERENCE
fact,7,Positive,BOOKS_AND_REFERENCE
constantly,7,Positive,BOOKS_AND_REFERENCE
different,7,Positive,BOOKS_AND_REFERENCE
read,26,Negative,BOOKS_AND_REFERENCE
book,23,Negative,BOOKS_AND_REFERENCE
books,20,Negative,BOOKS_AND_REFERENCE
even,17,Negative,BOOKS_AND_REFERENCE
phone,17,Negative,BOOKS_AND_REFERENCE
screen,15,Negative,BOOKS_AND_REFERENCE
page,14,Negative,BOOKS_AND_REFERENCE
want,14,Negative,BOOKS_AND_REFERENCE
like,14,Negative,BOOKS_AND_REFERENCE
kindle,14,Negative,BOOKS_AND_REFERENCE
need,13,Negative,BOOKS_AND_REFERENCE
time,12,Negative,BOOKS_AND_REFERENCE
annoying,11,Negative,BOOKS_AND_REFERENCE
update,11,Negative,BOOKS_AND_REFERENCE
nothing,11,Negative,BOOKS_AND_REFERENCE
can't,10,Negative,BOOKS_AND_REFERENCE
back,10,Negative,BOOKS_AND_REFERENCE
new,10,Negative,BOOKS_AND_REFERENCE
htc,10,Negative,BOOKS_AND_REFERENCE
reading,9,Negative,BOOKS_AND_REFERENCE
would,9,Negative,BOOKS_AND_REFERENCE
put,9,Negative,BOOKS_AND_REFERENCE
text,8,Negative,BOOKS_AND_REFERENCE
pages,8,Negative,BOOKS_AND_REFERENCE
years,8,Negative,BOOKS_AND_REFERENCE
find,8,Negative,BOOKS_AND_REFERENCE
using,7,Negative,BOOKS_AND_REFERENCE
stars,7,Negative,BOOKS_AND_REFERENCE
dont,7,Negative,BOOKS_AND_REFERENCE
give,7,Negative,BOOKS_AND_REFERENCE
keep,7,Negative,BOOKS_AND_REFERENCE
go,7,Negative,BOOKS_AND_REFERENCE
absolutely,7,Negative,BOOKS_AND_REFERENCE
library,6,Negative,BOOKS_AND_REFERENCE
option,6,Negative,BOOKS_AND_REFERENCE
bad,6,Negative,BOOKS_AND_REFERENCE
times,6,Negative,BOOKS_AND_REFERENCE
hate,6,Negative,BOOKS_AND_REFERENCE
horrible,6,Negative,BOOKS_AND_REFERENCE
settings,6,Negative,BOOKS_AND_REFERENCE
people,6,Negative,BOOKS_AND_REFERENCE
information,6,Negative,BOOKS_AND_REFERENCE
every,6,Negative,BOOKS_AND_REFERENCE
card,6,Negative,BOOKS_AND_REFERENCE
reader,5,Negative,BOOKS_AND_REFERENCE
anything,5,Negative,BOOKS_AND_REFERENCE
could,5,Negative,BOOKS_AND_REFERENCE
random,5,Negative,BOOKS_AND_REFERENCE
already,5,Negative,BOOKS_AND_REFERENCE
poor,5,Negative,BOOKS_AND_REFERENCE
remove,5,Negative,BOOKS_AND_REFERENCE
love,5,Negative,BOOKS_AND_REFERENCE
select,5,Negative,BOOKS_AND_REFERENCE
customer,5,Negative,BOOKS_AND_REFERENCE
fixed,5,Negative,BOOKS_AND_REFERENCE
close,5,Negative,BOOKS_AND_REFERENCE
turn,5,Negative,BOOKS_AND_REFERENCE
open,5,Negative,BOOKS_AND_REFERENCE
trying,5,Negative,BOOKS_AND_REFERENCE
problem,5,Negative,BOOKS_AND_REFERENCE
load,5,Negative,BOOKS_AND_REFERENCE
anymore,5,Negative,BOOKS_AND_REFERENCE
also,5,Negative,BOOKS_AND_REFERENCE
change,5,Negative,BOOKS_AND_REFERENCE
said,5,Negative,BOOKS_AND_REFERENCE
order,5,Negative,BOOKS_AND_REFERENCE
sucks,5,Negative,BOOKS_AND_REFERENCE
randomly,5,Negative,BOOKS_AND_REFERENCE
useless,5,Negative,BOOKS_AND_REFERENCE
different,5,Negative,BOOKS_AND_REFERENCE
storage,5,Negative,BOOKS_AND_REFERENCE
sd,5,Negative,BOOKS_AND_REFERENCE
help,5,Negative,BOOKS_AND_REFERENCE
left,4,Negative,BOOKS_AND_REFERENCE
number,4,Negative,BOOKS_AND_REFERENCE
unlimited,4,Negative,BOOKS_AND_REFERENCE
worst,4,Negative,BOOKS_AND_REFERENCE
ever,4,Negative,BOOKS_AND_REFERENCE
difficult,4,Negative,BOOKS_AND_REFERENCE
request,4,Negative,BOOKS_AND_REFERENCE
alive,4,Negative,BOOKS_AND_REFERENCE
frustrating,4,Negative,BOOKS_AND_REFERENCE
black,4,Negative,BOOKS_AND_REFERENCE
cannot,4,Negative,BOOKS_AND_REFERENCE
without,4,Negative,BOOKS_AND_REFERENCE
know,4,Negative,BOOKS_AND_REFERENCE
questions,4,Negative,BOOKS_AND_REFERENCE
comes,4,Negative,BOOKS_AND_REFERENCE
user,4,Negative,BOOKS_AND_REFERENCE
interface,4,Negative,BOOKS_AND_REFERENCE
intuitive,4,Negative,BOOKS_AND_REFERENCE
buy,4,Negative,BOOKS_AND_REFERENCE
last,4,Negative,BOOKS_AND_REFERENCE
except,4,Negative,BOOKS_AND_REFERENCE
delete,4,Negative,BOOKS_AND_REFERENCE
data,4,Negative,BOOKS_AND_REFERENCE
start,4,Negative,BOOKS_AND_REFERENCE
worthless,4,Negative,BOOKS_AND_REFERENCE
chromecast,4,Negative,BOOKS_AND_REFERENCE
keeps,4,Negative,BOOKS_AND_REFERENCE
search,4,Negative,BOOKS_AND_REFERENCE
crap,4,Negative,BOOKS_AND_REFERENCE
chance,3,Negative,BOOKS_AND_REFERENCE
work,3,Negative,BOOKS_AND_REFERENCE
collection,3,Negative,BOOKS_AND_REFERENCE
bottom,3,Negative,BOOKS_AND_REFERENCE
often,3,Negative,BOOKS_AND_REFERENCE
recommended,3,Negative,BOOKS_AND_REFERENCE
full,3,Negative,BOOKS_AND_REFERENCE
scrolling,3,Negative,BOOKS_AND_REFERENCE
add,3,Negative,BOOKS_AND_REFERENCE
background,3,Negative,BOOKS_AND_REFERENCE
im,3,Negative,BOOKS_AND_REFERENCE
much,3,Negative,BOOKS_AND_REFERENCE
s7,3,Negative,BOOKS_AND_REFERENCE
list,3,Negative,BOOKS_AND_REFERENCE
store,3,Negative,BOOKS_AND_REFERENCE
big,3,Negative,BOOKS_AND_REFERENCE
day,3,Negative,BOOKS_AND_REFERENCE
stop,3,Negative,BOOKS_AND_REFERENCE
install,3,Negative,BOOKS_AND_REFERENCE
google,3,Negative,BOOKS_AND_REFERENCE
easier,3,Negative,BOOKS_AND_REFERENCE
hard,3,Negative,BOOKS_AND_REFERENCE
long,3,Negative,BOOKS_AND_REFERENCE
since,3,Negative,BOOKS_AND_REFERENCE
register,3,Negative,BOOKS_AND_REFERENCE
terrible,3,Negative,BOOKS_AND_REFERENCE
answer,3,Negative,BOOKS_AND_REFERENCE
version,3,Negative,BOOKS_AND_REFERENCE
versions,3,Negative,BOOKS_AND_REFERENCE
bit,3,Negative,BOOKS_AND_REFERENCE
awkward,3,Negative,BOOKS_AND_REFERENCE
something,3,Negative,BOOKS_AND_REFERENCE
slow,3,Negative,BOOKS_AND_REFERENCE
connection,3,Negative,BOOKS_AND_REFERENCE
forced,3,Negative,BOOKS_AND_REFERENCE
garbage,3,Negative,BOOKS_AND_REFERENCE
icon,3,Negative,BOOKS_AND_REFERENCE
looking,3,Negative,BOOKS_AND_REFERENCE
see,3,Negative,BOOKS_AND_REFERENCE
try,3,Negative,BOOKS_AND_REFERENCE
galaxy,3,Negative,BOOKS_AND_REFERENCE
great,3,Negative,BOOKS_AND_REFERENCE
well,3,Negative,BOOKS_AND_REFERENCE
going,3,Negative,BOOKS_AND_REFERENCE
folders,3,Negative,BOOKS_AND_REFERENCE
fix,3,Negative,BOOKS_AND_REFERENCE
4g,3,Negative,BOOKS_AND_REFERENCE
system,3,Negative,BOOKS_AND_REFERENCE
downloaded,2,Negative,BOOKS_AND_REFERENCE
file,2,Negative,BOOKS_AND_REFERENCE
pdfs,2,Negative,BOOKS_AND_REFERENCE
may,2,Negative,BOOKS_AND_REFERENCE
quite,2,Negative,BOOKS_AND_REFERENCE
favourite,2,Negative,BOOKS_AND_REFERENCE
progress,2,Negative,BOOKS_AND_REFERENCE
chapter,2,Negative,BOOKS_AND_REFERENCE
review,2,Negative,BOOKS_AND_REFERENCE
disappointing,2,Negative,BOOKS_AND_REFERENCE
highlighted,2,Negative,BOOKS_AND_REFERENCE
wrong,2,Negative,BOOKS_AND_REFERENCE
network,2,Negative,BOOKS_AND_REFERENCE
support,2,Negative,BOOKS_AND_REFERENCE
move,2,Negative,BOOKS_AND_REFERENCE
flip,2,Negative,BOOKS_AND_REFERENCE
irritated,2,Negative,BOOKS_AND_REFERENCE
marked,2,Negative,BOOKS_AND_REFERENCE
removed,2,Negative,BOOKS_AND_REFERENCE
care,2,Negative,BOOKS_AND_REFERENCE
read,11,Neutral,BOOKS_AND_REFERENCE
can't,8,Neutral,BOOKS_AND_REFERENCE
htc,8,Neutral,BOOKS_AND_REFERENCE
books,7,Neutral,BOOKS_AND_REFERENCE
like,6,Neutral,BOOKS_AND_REFERENCE
one,5,Neutral,BOOKS_AND_REFERENCE
want,5,Neutral,BOOKS_AND_REFERENCE
page,5,Neutral,BOOKS_AND_REFERENCE
downloaded,5,Neutral,BOOKS_AND_REFERENCE
internet,5,Neutral,BOOKS_AND_REFERENCE
phone,5,Neutral,BOOKS_AND_REFERENCE
update,5,Neutral,BOOKS_AND_REFERENCE
problem,5,Neutral,BOOKS_AND_REFERENCE
give,4,Neutral,BOOKS_AND_REFERENCE
pdf,4,Neutral,BOOKS_AND_REFERENCE
could,4,Neutral,BOOKS_AND_REFERENCE
time,4,Neutral,BOOKS_AND_REFERENCE
well,4,Neutral,BOOKS_AND_REFERENCE
book,4,Neutral,BOOKS_AND_REFERENCE
even,4,Neutral,BOOKS_AND_REFERENCE
back,4,Neutral,BOOKS_AND_REFERENCE
fix,4,Neutral,BOOKS_AND_REFERENCE
dictionary,4,Neutral,BOOKS_AND_REFERENCE
stars,3,Neutral,BOOKS_AND_REFERENCE
set,3,Neutral,BOOKS_AND_REFERENCE
reading,3,Neutral,BOOKS_AND_REFERENCE
convenient,3,Neutral,BOOKS_AND_REFERENCE
library,3,Neutral,BOOKS_AND_REFERENCE
works,3,Neutral,BOOKS_AND_REFERENCE
camera,3,Neutral,BOOKS_AND_REFERENCE
device,3,Neutral,BOOKS_AND_REFERENCE
language,3,Neutral,BOOKS_AND_REFERENCE
working,3,Neutral,BOOKS_AND_REFERENCE
properly,3,Neutral,BOOKS_AND_REFERENCE
amazon,3,Neutral,BOOKS_AND_REFERENCE
access,3,Neutral,BOOKS_AND_REFERENCE
every,3,Neutral,BOOKS_AND_REFERENCE
support,3,Neutral,BOOKS_AND_REFERENCE
open,3,Neutral,BOOKS_AND_REFERENCE
nothing,3,Neutral,BOOKS_AND_REFERENCE
bible,3,Neutral,BOOKS_AND_REFERENCE
god,3,Neutral,BOOKS_AND_REFERENCE
listening,3,Neutral,BOOKS_AND_REFERENCE
keep,2,Neutral,BOOKS_AND_REFERENCE
uninstall,2,Neutral,BOOKS_AND_REFERENCE
thank,2,Neutral,BOOKS_AND_REFERENCE
using,2,Neutral,BOOKS_AND_REFERENCE
everything,2,Neutral,BOOKS_AND_REFERENCE
reader,2,Neutral,BOOKS_AND_REFERENCE
would,2,Neutral,BOOKS_AND_REFERENCE
recommended,2,Neutral,BOOKS_AND_REFERENCE
limit,2,Neutral,BOOKS_AND_REFERENCE
rubbish,2,Neutral,BOOKS_AND_REFERENCE
says,2,Neutral,BOOKS_AND_REFERENCE
possible,2,Neutral,BOOKS_AND_REFERENCE
learn,2,Neutral,BOOKS_AND_REFERENCE
easier,2,Neutral,BOOKS_AND_REFERENCE
helps,2,Neutral,BOOKS_AND_REFERENCE
hours,2,Neutral,BOOKS_AND_REFERENCE
downloading,2,Neutral,BOOKS_AND_REFERENCE
6-8%,2,Neutral,BOOKS_AND_REFERENCE
logged,2,Neutral,BOOKS_AND_REFERENCE
order,2,Neutral,BOOKS_AND_REFERENCE
plane,2,Neutral,BOOKS_AND_REFERENCE
always,2,Neutral,BOOKS_AND_REFERENCE
error,2,Neutral,BOOKS_AND_REFERENCE
chinese,2,Neutral,BOOKS_AND_REFERENCE
account,2,Neutral,BOOKS_AND_REFERENCE
disappeared,2,Neutral,BOOKS_AND_REFERENCE
next,2,Neutral,BOOKS_AND_REFERENCE
crashes,2,Neutral,BOOKS_AND_REFERENCE
try,2,Neutral,BOOKS_AND_REFERENCE
never,2,Neutral,BOOKS_AND_REFERENCE
needs,2,Neutral,BOOKS_AND_REFERENCE
screen,2,Neutral,BOOKS_AND_REFERENCE
minutes,2,Neutral,BOOKS_AND_REFERENCE
go,2,Neutral,BOOKS_AND_REFERENCE
install,2,Neutral,BOOKS_AND_REFERENCE
family,2,Neutral,BOOKS_AND_REFERENCE
none,2,Neutral,BOOKS_AND_REFERENCE
bloatware,2,Neutral,BOOKS_AND_REFERENCE
azpen,2,Neutral,BOOKS_AND_REFERENCE
refuses,2,Neutral,BOOKS_AND_REFERENCE
customer,2,Neutral,BOOKS_AND_REFERENCE
connect,2,Neutral,BOOKS_AND_REFERENCE
wish,2,Neutral,BOOKS_AND_REFERENCE
work,2,Neutral,BOOKS_AND_REFERENCE
dear,2,Neutral,BOOKS_AND_REFERENCE
lord,2,Neutral,BOOKS_AND_REFERENCE
m8,2,Neutral,BOOKS_AND_REFERENCE
m9,2,Neutral,BOOKS_AND_REFERENCE
content,2,Neutral,BOOKS_AND_REFERENCE
words,2,Neutral,BOOKS_AND_REFERENCE
close,2,Neutral,BOOKS_AND_REFERENCE
hope,2,Neutral,BOOKS_AND_REFERENCE
start,2,Neutral,BOOKS_AND_REFERENCE
setting,2,Neutral,BOOKS_AND_REFERENCE
help,2,Neutral,BOOKS_AND_REFERENCE
spell,2,Neutral,BOOKS_AND_REFERENCE
checker,2,Neutral,BOOKS_AND_REFERENCE
three,1,Neutral,BOOKS_AND_REFERENCE
tried,1,Neutral,BOOKS_AND_REFERENCE
simply,1,Neutral,BOOKS_AND_REFERENCE
continue,1,Neutral,BOOKS_AND_REFERENCE
taste,1,Neutral,BOOKS_AND_REFERENCE
intuitive,1,Neutral,BOOKS_AND_REFERENCE
figure,1,Neutral,BOOKS_AND_REFERENCE
5*if,1,Neutral,BOOKS_AND_REFERENCE
proper,1,Neutral,BOOKS_AND_REFERENCE
bookshelf,1,Neutral,BOOKS_AND_REFERENCE
years,1,Neutral,BOOKS_AND_REFERENCE
rate,1,Neutral,BOOKS_AND_REFERENCE
question,1,Neutral,BOOKS_AND_REFERENCE
timer,1,Neutral,BOOKS_AND_REFERENCE
path,1,Neutral,BOOKS_AND_REFERENCE
choose,1,Neutral,BOOKS_AND_REFERENCE
file,1,Neutral,BOOKS_AND_REFERENCE
explorer,1,Neutral,BOOKS_AND_REFERENCE
format,1,Neutral,BOOKS_AND_REFERENCE
websites,1,Neutral,BOOKS_AND_REFERENCE
translate,1,Neutral,BOOKS_AND_REFERENCE
romanian,1,Neutral,BOOKS_AND_REFERENCE
english,1,Neutral,BOOKS_AND_REFERENCE
speaker,1,Neutral,BOOKS_AND_REFERENCE
ways,1,Neutral,BOOKS_AND_REFERENCE
speak,1,Neutral,BOOKS_AND_REFERENCE
nicely,1,Neutral,BOOKS_AND_REFERENCE
add,1,Neutral,BOOKS_AND_REFERENCE
input,1,Neutral,BOOKS_AND_REFERENCE
addition,1,Neutral,BOOKS_AND_REFERENCE
keyboard,1,Neutral,BOOKS_AND_REFERENCE
assamese,1,Neutral,BOOKS_AND_REFERENCE
translet,1,Neutral,BOOKS_AND_REFERENCE
different,1,Neutral,BOOKS_AND_REFERENCE
types,1,Neutral,BOOKS_AND_REFERENCE
levels,1,Neutral,BOOKS_AND_REFERENCE
freaking,1,Neutral,BOOKS_AND_REFERENCE
trashhh,1,Neutral,BOOKS_AND_REFERENCE
missed,1,Neutral,BOOKS_AND_REFERENCE
sin2a,1,Neutral,BOOKS_AND_REFERENCE
tana,1,Neutral,BOOKS_AND_REFERENCE
form,1,Neutral,BOOKS_AND_REFERENCE
disagreeable,1,Neutral,BOOKS_AND_REFERENCE
nsfw,1,Neutral,BOOKS_AND_REFERENCE
ads,1,Neutral,BOOKS_AND_REFERENCE
maths,1,Neutral,BOOKS_AND_REFERENCE
formulas,1,Neutral,BOOKS_AND_REFERENCE
shoulders,1,Neutral,BOOKS_AND_REFERENCE
huh,1,Neutral,BOOKS_AND_REFERENCE
internal,1,Neutral,BOOKS_AND_REFERENCE
login,1,Neutral,BOOKS_AND_REFERENCE
google,1,Neutral,BOOKS_AND_REFERENCE
log,1,Neutral,BOOKS_AND_REFERENCE
chance,1,Neutral,BOOKS_AND_REFERENCE
finish,1,Neutral,BOOKS_AND_REFERENCE
remember,1,Neutral,BOOKS_AND_REFERENCE
name,1,Neutral,BOOKS_AND_REFERENCE
author,1,Neutral,BOOKS_AND_REFERENCE
buy,1,Neutral,BOOKS_AND_REFERENCE
series,1,Neutral,BOOKS_AND_REFERENCE
highlight,1,Neutral,BOOKS_AND_REFERENCE
galaxy,1,Neutral,BOOKS_AND_REFERENCE
great,68,Positive,HOUSE_AND_HOME
love,43,Positive,HOUSE_AND_HOME
good,31,Positive,HOUSE_AND_HOME
easy,28,Positive,HOUSE_AND_HOME
would,25,Positive,HOUSE_AND_HOME
awesome,19,Positive,HOUSE_AND_HOME
like,19,Positive,HOUSE_AND_HOME
time,18,Positive,HOUSE_AND_HOME
apartments,18,Positive,HOUSE_AND_HOME
many,17,Positive,HOUSE_AND_HOME
better,17,Positive,HOUSE_AND_HOME
much,16,Positive,HOUSE_AND_HOME
place,16,Positive,HOUSE_AND_HOME
ideas,16,Positive,HOUSE_AND_HOME
nice,15,Positive,HOUSE_AND_HOME
find,15,Positive,HOUSE_AND_HOME
apartment,14,Positive,HOUSE_AND_HOME
search,14,Positive,HOUSE_AND_HOME
helpful,13,Positive,HOUSE_AND_HOME
need,13,Positive,HOUSE_AND_HOME
looking,13,Positive,HOUSE_AND_HOME
listings,12,Positive,HOUSE_AND_HOME
house,11,Positive,HOUSE_AND_HOME
best,11,Positive,HOUSE_AND_HOME
home,11,Positive,HOUSE_AND_HOME
useful,10,Positive,HOUSE_AND_HOME
look,10,Positive,HOUSE_AND_HOME
rent,10,Positive,HOUSE_AND_HOME
that's,9,Positive,HOUSE_AND_HOME
see,9,Positive,HOUSE_AND_HOME
without,9,Positive,HOUSE_AND_HOME
new,9,Positive,HOUSE_AND_HOME
information,9,Positive,HOUSE_AND_HOME
homes,9,Positive,HOUSE_AND_HOME
use,9,Positive,HOUSE_AND_HOME
help,9,Positive,HOUSE_AND_HOME
update,9,Positive,HOUSE_AND_HOME
used,8,Positive,HOUSE_AND_HOME
ads,8,Positive,HOUSE_AND_HOME
free,8,Positive,HOUSE_AND_HOME
going,8,Positive,HOUSE_AND_HOME
works,8,Positive,HOUSE_AND_HOME
can't,8,Positive,HOUSE_AND_HOME
trying,8,Positive,HOUSE_AND_HOME
gives,8,Positive,HOUSE_AND_HOME
finding,8,Positive,HOUSE_AND_HOME
cool,8,Positive,HOUSE_AND_HOME
want,8,Positive,HOUSE_AND_HOME
using,8,Positive,HOUSE_AND_HOME
site,8,Positive,HOUSE_AND_HOME
work,7,Positive,HOUSE_AND_HOME
able,7,Positive,HOUSE_AND_HOME
something,7,Positive,HOUSE_AND_HOME
super,7,Positive,HOUSE_AND_HOME
could,7,Positive,HOUSE_AND_HOME
first,7,Positive,HOUSE_AND_HOME
info,7,Positive,HOUSE_AND_HOME
prices,7,Positive,HOUSE_AND_HOME
different,7,Positive,HOUSE_AND_HOME
available,7,Positive,HOUSE_AND_HOME
give,7,Positive,HOUSE_AND_HOME
houses,7,Positive,HOUSE_AND_HOME
amazing,7,Positive,HOUSE_AND_HOME
change,7,Positive,HOUSE_AND_HOME
found,7,Positive,HOUSE_AND_HOME
share,7,Positive,HOUSE_AND_HOME
every,7,Positive,HOUSE_AND_HOME
color,7,Positive,HOUSE_AND_HOME
real,7,Positive,HOUSE_AND_HOME
full,7,Positive,HOUSE_AND_HOME
fb,7,Positive,HOUSE_AND_HOME
clients,7,Positive,HOUSE_AND_HOME
facebook,6,Positive,HOUSE_AND_HOME
camera,6,Positive,HOUSE_AND_HOME
tried,6,Positive,HOUSE_AND_HOME
phone,6,Positive,HOUSE_AND_HOME
issues,6,Positive,HOUSE_AND_HOME
pricing,6,Positive,HOUSE_AND_HOME
shows,6,Positive,HOUSE_AND_HOME
date,6,Positive,HOUSE_AND_HOME
always,6,Positive,HOUSE_AND_HOME
got,6,Positive,HOUSE_AND_HOME
reviews,6,Positive,HOUSE_AND_HOME
lot,6,Positive,HOUSE_AND_HOME
people,6,Positive,HOUSE_AND_HOME
beautiful,6,Positive,HOUSE_AND_HOME
paint,6,Positive,HOUSE_AND_HOME
estate,6,Positive,HOUSE_AND_HOME
add,5,Positive,HOUSE_AND_HOME
perfect,5,Positive,HOUSE_AND_HOME
ok,5,Positive,HOUSE_AND_HOME
happy,5,Positive,HOUSE_AND_HOME
day,5,Positive,HOUSE_AND_HOME
also,5,Positive,HOUSE_AND_HOME
enough,5,Positive,HOUSE_AND_HOME
keep,5,Positive,HOUSE_AND_HOME
downloaded,5,Positive,HOUSE_AND_HOME
wish,5,Positive,HOUSE_AND_HOME
apt,5,Positive,HOUSE_AND_HOME
sure,5,Positive,HOUSE_AND_HOME
open,5,Positive,HOUSE_AND_HOME
live,5,Positive,HOUSE_AND_HOME
everything,5,Positive,HOUSE_AND_HOME
wait,5,Positive,HOUSE_AND_HOME
inaccurate,5,Positive,HOUSE_AND_HOME
absolutely,5,Positive,HOUSE_AND_HOME
room,5,Positive,HOUSE_AND_HOME
fit,5,Positive,HOUSE_AND_HOME
back,5,Positive,HOUSE_AND_HOME
fix,5,Positive,HOUSE_AND_HOME
thanks,5,Positive,HOUSE_AND_HOME
worth,5,Positive,HOUSE_AND_HOME
diy,5,Positive,HOUSE_AND_HOME
page,5,Positive,HOUSE_AND_HOME
review,5,Positive,HOUSE_AND_HOME
properties,5,Positive,HOUSE_AND_HOME
pretty,4,Positive,HOUSE_AND_HOME
says,4,Positive,HOUSE_AND_HOME
cameras,4,Positive,HOUSE_AND_HOME
stars,4,Positive,HOUSE_AND_HOME
paid,4,Positive,HOUSE_AND_HOME
go,4,Positive,HOUSE_AND_HOME
think,4,Positive,HOUSE_AND_HOME
viewer,4,Positive,HOUSE_AND_HOME
view,4,Positive,HOUSE_AND_HOME
within,4,Positive,HOUSE_AND_HOME
fake,4,Positive,HOUSE_AND_HOME
recommend,4,Positive,HOUSE_AND_HOME
made,4,Positive,HOUSE_AND_HOME
hunting,4,Positive,HOUSE_AND_HOME
easier,4,Positive,HOUSE_AND_HOME
availability,4,Positive,HOUSE_AND_HOME
relevant,4,Positive,HOUSE_AND_HOME
options,4,Positive,HOUSE_AND_HOME
excellent,4,Positive,HOUSE_AND_HOME
searches,4,Positive,HOUSE_AND_HOME
rental,4,Positive,HOUSE_AND_HOME
places,4,Positive,HOUSE_AND_HOME
ad's,4,Positive,HOUSE_AND_HOME
right,4,Positive,HOUSE_AND_HOME
features,4,Positive,HOUSE_AND_HOME
reasonable,4,Positive,HOUSE_AND_HOME
even,4,Positive,HOUSE_AND_HOME
never,4,Positive,HOUSE_AND_HOME
area,4,Positive,HOUSE_AND_HOME
user,4,Positive,HOUSE_AND_HOME
currently,4,Positive,HOUSE_AND_HOME
entries,4,Positive,HOUSE_AND_HOME
call,4,Positive,HOUSE_AND_HOME
results,4,Positive,HOUSE_AND_HOME
filters,4,Positive,HOUSE_AND_HOME
completely,4,Positive,HOUSE_AND_HOME
said,4,Positive,HOUSE_AND_HOME
accurate,4,Positive,HOUSE_AND_HOME
rentals,4,Positive,HOUSE_AND_HOME
hours,4,Positive,HOUSE_AND_HOME
mobile,4,Positive,HOUSE_AND_HOME
times,4,Positive,HOUSE_AND_HOME
save,4,Positive,HOUSE_AND_HOME
bathroom,4,Positive,HOUSE_AND_HOME
picture,4,Positive,HOUSE_AND_HOME
job,4,Positive,HOUSE_AND_HOME
phones,3,Positive,HOUSE_AND_HOME
pay,3,Positive,HOUSE_AND_HOME
service,3,Positive,HOUSE_AND_HOME
